VALUE,COUNT,MICHI,US_200BPS,US_200EVT,US_200SCLASS,BPS_CODE,BPS_NAME,BPS_MODEL,GROUPVEG,EVT_NAME,EVT_PHYS,LABEL,DESCRIPTIO
434,362,0,1637,7930,7,14770,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Eastern Cool Temperate Developed Ruderal Deciduous Forest,Developed,UE,Uncharacteristic Exotic Vegetation
435,638,0,1623,7240,4,13651,Boreal White Spruce-Fir-Hardwood Forest - Inland,13651_51,Conifer,Laurentian-Acadian Hardwood Forest,Hardwood,D,Succession Class D
436,734,0,1614,7241,3,13022,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Conifer-Hardwood,C,Succession Class C
437,434746,0,1614,7302,5,13022,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,E,Succession Class E
438,29708,0,1614,7241,5,13022,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Conifer-Hardwood,E,Succession Class E
439,227,0,1621,7930,7,13442,Boreal Jack Pine-Black Spruce Forest - Spruce-Fir,13442_51,Conifer,Eastern Cool Temperate Developed Ruderal Deciduous Forest,Developed,UE,Uncharacteristic Exotic Vegetation
440,11,0,1615,9088,6,13022,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Laurentian-Acadian Sub-boreal Dry-Mesic Pine-Black Spruce Forest,Conifer,UN,Uncharacteristic Native Vegetation Cover / Structure / Composition
441,1468,0,1623,7931,7,13651,Boreal White Spruce-Fir-Hardwood Forest - Inland,13651_51,Conifer,Eastern Cool Temperate Developed Ruderal Evergreen Forest,Developed,UE,Uncharacteristic Exotic Vegetation
442,634,0,1637,7931,7,14770,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Eastern Cool Temperate Developed Ruderal Evergreen Forest,Developed,UE,Uncharacteristic Exotic Vegetation
443,48,0,1621,7240,6,13442,Boreal Jack Pine-Black Spruce Forest - Spruce-Fir,13442_51,Conifer,Laurentian-Acadian Hardwood Forest,Hardwood,UN,Uncharacteristic Native Vegetation Cover / Structure / Composition
444,137,0,1637,7975,180,14770,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Eastern Cool Temperate Close Grown Crop,Agricultural,Agriculture,Agriculture
445,106,0,1623,7933,7,13651,Boreal White Spruce-Fir-Hardwood Forest - Inland,13651_51,Conifer,Eastern Cool Temperate Developed Ruderal Shrubland,Developed,UE,Uncharacteristic Exotic Vegetation
446,2,0,1625,7970,180,13660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,13660_51_63_64_65_66,Hardwood-Conifer,Eastern Cool Temperate Orchard,Agricultural,Agriculture,Agriculture
447,19,0,1625,7933,7,13660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,13660_51_63_64_65_66,Hardwood-Conifer,Eastern Cool Temperate Developed Ruderal Shrubland,Developed,UE,Uncharacteristic Exotic Vegetation
448,109,0,1621,7909,120,13442,Boreal Jack Pine-Black Spruce Forest - Spruce-Fir,13442_51,Conifer,Eastern Cool Temperate Urban Shrubland,Developed,Urban,Urban
449,249,0,1621,7934,7,13442,Boreal Jack Pine-Black Spruce Forest - Spruce-Fir,13442_51,Conifer,Eastern Cool Temperate Developed Ruderal Grassland,Developed,UE,Uncharacteristic Exotic Vegetation
450,116,0,1621,7905,120,13442,Boreal Jack Pine-Black Spruce Forest - Spruce-Fir,13442_51,Conifer,Eastern Cool Temperate Urban Deciduous Forest,Developed,Urban,Urban
451,2,0,1633,7975,180,14440,Eastern Boreal Floodplain,14440_41_50_51,Hardwood,Eastern Cool Temperate Close Grown Crop,Agricultural,Agriculture,Agriculture
452,340,0,1623,7934,7,13651,Boreal White Spruce-Fir-Hardwood Forest - Inland,13651_51,Conifer,Eastern Cool Temperate Developed Ruderal Grassland,Developed,UE,Uncharacteristic Exotic Vegetation
453,125,0,1639,7297,120,14810,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,14810_41_50_51_63,Riparian,Developed-Medium Intensity,Developed-Medium Intensity,Urban,Urban
454,2,0,1639,7366,1,14810,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,14810_41_50_51_63,Riparian,Laurentian-Acadian Pine-Hemlock Forest,Conifer,A,Succession Class A
455,66,0,1637,7297,120,14770,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Developed-Medium Intensity,Developed-Medium Intensity,Urban,Urban
456,51,0,1639,7298,120,14810,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,14810_41_50_51_63,Riparian,Developed-High Intensity,Developed-High Intensity,Urban,Urban
457,209,0,1621,7239,6,13442,Boreal Jack Pine-Black Spruce Forest - Spruce-Fir,13442_51,Conifer,Laurentian-Acadian Northern Pine-(Oak) Forest,Conifer-Hardwood,UN,Uncharacteristic Native Vegetation Cover / Structure / Composition
458,443,0,1621,7297,120,13442,Boreal Jack Pine-Black Spruce Forest - Spruce-Fir,13442_51,Conifer,Developed-Medium Intensity,Developed-Medium Intensity,Urban,Urban
459,383,0,1621,7296,120,13442,Boreal Jack Pine-Black Spruce Forest - Spruce-Fir,13442_51,Conifer,Developed-Low Intensity,Developed-Low Intensity,Urban,Urban
460,3960,0,1623,7191,1,13651,Boreal White Spruce-Fir-Hardwood Forest - Inland,13651_51,Conifer,Recently Logged-Herb and Grass Cover,Grassland,A,Succession Class A
461,1,0,1621,7954,7,13442,Boreal Jack Pine-Black Spruce Forest - Spruce-Fir,13442_51,Conifer,Eastern Cool Temperate Developed Ruderal Herbaceous Wetland,Developed,UE,Uncharacteristic Exotic Vegetation
462,3,0,1633,9114,6,14440,Eastern Boreal Floodplain,14440_41_50_51,Hardwood,Laurentian-Acadian Alkaline Fen,Riparian,UN,Uncharacteristic Native Vegetation Cover / Structure / Composition
463,40,0,1633,9118,6,14440,Eastern Boreal Floodplain,14440_41_50_51,Hardwood,Laurentian-Acadian Freshwater Marsh,Riparian,UN,Uncharacteristic Native Vegetation Cover / Structure / Composition
464,51,0,1615,7976,180,13022,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Eastern Cool Temperate Fallow/Idle Cropland,Agricultural,Agriculture,Agriculture
465,80,0,1615,7407,2,13022,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Laurentian Pine Barrens,Conifer,B,Succession Class B
466,56,0,1639,7238,4,14810,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,14810_41_50_51_63,Riparian,Laurentian-Acadian Northern Oak Forest,Hardwood,D,Succession Class D
467,11,0,1639,7974,180,14810,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,14810_41_50_51_63,Riparian,Eastern Cool Temperate Row Crop,Agricultural,Agriculture,Agriculture
468,355,0,1636,9056,6,14750,Laurentian-Acadian Floodplain Systems,14750_41_50_51_63_64_65_66,Riparian,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,Riparian,UN,Uncharacteristic Native Vegetation Cover / Structure / Composition
469,598,0,1636,7481,6,14750,Laurentian-Acadian Floodplain Systems,14750_41_50_51_63_64_65_66,Riparian,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,UN,Uncharacteristic Native Vegetation Cover / Structure / Composition
470,87,0,1636,9056,3,14750,Laurentian-Acadian Floodplain Systems,14750_41_50_51_63_64_65_66,Riparian,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,Riparian,C,Succession Class C
471,19,0,1615,7242,5,13022,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Laurentian Oak Barrens,Hardwood,E,Succession Class E
472,2,0,1633,7240,4,14440,Eastern Boreal Floodplain,14440_41_50_51,Hardwood,Laurentian-Acadian Hardwood Forest,Hardwood,D,Succession Class D
473,49,0,1621,9056,2,13442,Boreal Jack Pine-Black Spruce Forest - Spruce-Fir,13442_51,Conifer,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,Riparian,B,Succession Class B
474,84,0,1637,7407,3,14770,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Laurentian Pine Barrens,Conifer,C,Succession Class C
475,321,0,1623,7298,120,13651,Boreal White Spruce-Fir-Hardwood Forest - Inland,13651_51,Conifer,Developed-High Intensity,Developed-High Intensity,Urban,Urban
476,405,0,1623,7908,120,13651,Boreal White Spruce-Fir-Hardwood Forest - Inland,13651_51,Conifer,Eastern Cool Temperate Urban Herbaceous,Developed,Urban,Urban
477,13,0,1615,7978,180,13022,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Eastern Cool Temperate Wheat,Agricultural,Agriculture,Agriculture
478,422,0,1615,7295,132,13022,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Barren or Sparse,Barren or Sparse
479,21,0,1621,7240,3,13442,Boreal Jack Pine-Black Spruce Forest - Spruce-Fir,13442_51,Conifer,Laurentian-Acadian Hardwood Forest,Hardwood,C,Succession Class C
480,47,0,1615,7301,2,13022,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,Hardwood,B,Succession Class B
481,1115,0,1637,9057,1,14770,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Boreal-Laurentian-Acadian Acidic Basin Fen,Riparian,A,Succession Class A
482,46,0,1625,9055,1,13660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,13660_51_63_64_65_66,Hardwood-Conifer,Boreal-Laurentian Bog,Riparian,A,Succession Class A
483,12,0,1633,9117,6,14440,Eastern Boreal Floodplain,14440_41_50_51,Hardwood,Laurentian-Acadian Floodplain Forest,Riparian,UN,Uncharacteristic Native Vegetation Cover / Structure / Composition
484,5,0,1633,9202,6,14440,Eastern Boreal Floodplain,14440_41_50_51,Hardwood,Northern Great Lakes Coastal Marsh,Riparian,UN,Uncharacteristic Native Vegetation Cover / Structure / Composition
485,6,0,1615,7970,180,13022,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Eastern Cool Temperate Orchard,Agricultural,Agriculture,Agriculture
486,1,0,1636,7296,120,14750,Laurentian-Acadian Floodplain Systems,14750_41_50_51_63_64_65_66,Riparian,Developed-Low Intensity,Developed-Low Intensity,Urban,Urban
487,31,0,1636,7301,3,14750,Laurentian-Acadian Floodplain Systems,14750_41_50_51_63_64_65_66,Riparian,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,Hardwood,C,Succession Class C
488,15,0,1621,9111,6,13442,Boreal Jack Pine-Black Spruce Forest - Spruce-Fir,13442_51,Conifer,Laurentian Acidic Rocky Outcrop Woodland,Conifer,UN,Uncharacteristic Native Vegetation Cover / Structure / Composition
489,208,0,1615,9089,2,13022,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,Conifer,B,Succession Class B
490,278,0,1623,9056,3,13651,Boreal White Spruce-Fir-Hardwood Forest - Inland,13651_51,Conifer,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,Riparian,C,Succession Class C
491,229,0,1615,7302,2,13022,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,B,Succession Class B
492,781,0,1623,7192,1,13651,Boreal White Spruce-Fir-Hardwood Forest - Inland,13651_51,Conifer,Recently Logged-Shrub Cover,Shrubland,A,Succession Class A
493,2,0,1621,9111,3,13442,Boreal Jack Pine-Black Spruce Forest - Spruce-Fir,13442_51,Conifer,Laurentian Acidic Rocky Outcrop Woodland,Conifer,C,Succession Class C
494,15,0,1636,7362,3,14750,Laurentian-Acadian Floodplain Systems,14750_41_50_51_63_64_65_66,Riparian,Laurentian-Acadian Northern Pine Forest,Conifer,C,Succession Class C
495,13,0,1615,9295,5,13022,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Laurentian-Acadian Sub-boreal Dry-Mesic Pine-Black Spruce-Hardwood Forest,Conifer-Hardwood,E,Succession Class E
496,295,0,1637,9120,6,14770,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Laurentian-Acadian Wet Meadow,Riparian,UN,Uncharacteristic Native Vegetation Cover / Structure / Composition
497,132,0,1623,9055,1,13651,Boreal White Spruce-Fir-Hardwood Forest - Inland,13651_51,Conifer,Boreal-Laurentian Bog,Riparian,A,Succession Class A
498,59,0,1622,7238,2,13620,Laurentian-Acadian Northern Pine(-Oak) Forest,13620_51_63_64_65_66,Hardwood-Conifer,Laurentian-Acadian Northern Oak Forest,Hardwood,B,Succession Class B
499,560,0,1622,7299,120,13620,Laurentian-Acadian Northern Pine(-Oak) Forest,13620_51_63_64_65_66,Hardwood-Conifer,Developed-Roads,Developed-Roads,Urban,Urban
500,271,0,1622,7239,2,13620,Laurentian-Acadian Northern Pine(-Oak) Forest,13620_51_63_64_65_66,Hardwood-Conifer,Laurentian-Acadian Northern Pine-(Oak) Forest,Conifer-Hardwood,B,Succession Class B
501,2374,0,1623,9312,7,13651,Boreal White Spruce-Fir-Hardwood Forest - Inland,13651_51,Conifer,Northeastern North American Temperate Forest Plantation,Conifer,UE,Uncharacteristic Exotic Vegetation
502,33,0,31,9099,132,31,Barren-Rock/Sand/Clay,na,Barren-Rock/Sand/Clay,Great Lakes Acidic Rocky Shore and Cliff,Sparsely Vegetated,Barren or Sparse,Barren or Sparse
503,143,0,1623,9120,1,13651,Boreal White Spruce-Fir-Hardwood Forest - Inland,13651_51,Conifer,Laurentian-Acadian Wet Meadow,Riparian,A,Succession Class A
504,6,0,1615,9295,6,13022,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Laurentian-Acadian Sub-boreal Dry-Mesic Pine-Black Spruce-Hardwood Forest,Conifer-Hardwood,UN,Uncharacteristic Native Vegetation Cover / Structure / Composition
505,7,0,1625,7198,1,13660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,13660_51_63_64_65_66,Hardwood-Conifer,Recently Disturbed Other-Herb and Grass Cover,Grassland,A,Succession Class A
506,439,0,1621,7191,6,13442,Boreal Jack Pine-Black Spruce Forest - Spruce-Fir,13442_51,Conifer,Recently Logged-Herb and Grass Cover,Grassland,UN,Uncharacteristic Native Vegetation Cover / Structure / Composition
507,601,0,1622,9112,2,13620,Laurentian-Acadian Northern Pine(-Oak) Forest,13620_51_63_64_65_66,Hardwood-Conifer,Laurentian Jack Pine-Red Pine Forest,Conifer,B,Succession Class B
508,36,0,1625,7302,2,13660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,13660_51_63_64_65_66,Hardwood-Conifer,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,B,Succession Class B
509,629,0,1622,7366,2,13620,Laurentian-Acadian Northern Pine(-Oak) Forest,13620_51_63_64_65_66,Hardwood-Conifer,Laurentian-Acadian Pine-Hemlock Forest,Conifer,B,Succession Class B
510,38,0,1622,9312,7,13620,Laurentian-Acadian Northern Pine(-Oak) Forest,13620_51_63_64_65_66,Hardwood-Conifer,Northeastern North American Temperate Forest Plantation,Conifer,UE,Uncharacteristic Exotic Vegetation
511,3284,0,1615,7193,6,13022,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Recently Logged-Tree Cover,Conifer,UN,Uncharacteristic Native Vegetation Cover / Structure / Composition
512,20,0,1637,9120,5,14770,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Laurentian-Acadian Wet Meadow,Riparian,E,Succession Class E
513,808,0,1640,9112,6,14920,Great Lakes Coastal Marsh Systems,14920_41_50_51_52_63,Riparian,Laurentian Jack Pine-Red Pine Forest,Conifer,UN,Uncharacteristic Native Vegetation Cover / Structure / Composition
514,524,0,1640,7302,6,14920,Great Lakes Coastal Marsh Systems,14920_41_50_51_52_63,Riparian,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,UN,Uncharacteristic Native Vegetation Cover / Structure / Composition
515,415,0,1640,9089,6,14920,Great Lakes Coastal Marsh Systems,14920_41_50_51_52_63,Riparian,Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,Conifer,UN,Uncharacteristic Native Vegetation Cover / Structure / Composition
516,150,0,1623,7407,4,13651,Boreal White Spruce-Fir-Hardwood Forest - Inland,13651_51,Conifer,Laurentian Pine Barrens,Conifer,D,Succession Class D
517,9,0,1625,7481,2,13660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,13660_51_63_64_65_66,Hardwood-Conifer,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,B,Succession Class B
518,3428,0,1616,7302,5,13023,Laurentian-Acadian Northern Hardwoods Forest - Northern Sugar Maple-Basswood,13023_51,Hardwood,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,E,Succession Class E
519,71,0,1616,7366,5,13023,Laurentian-Acadian Northern Hardwoods Forest - Northern Sugar Maple-Basswood,13023_51,Hardwood,Laurentian-Acadian Pine-Hemlock Forest,Conifer,E,Succession Class E
520,4153,0,1616,7302,3,13023,Laurentian-Acadian Northern Hardwoods Forest - Northern Sugar Maple-Basswood,13023_51,Hardwood,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,C,Succession Class C
521,26,0,1636,9117,3,14750,Laurentian-Acadian Floodplain Systems,14750_41_50_51_63_64_65_66,Riparian,Laurentian-Acadian Floodplain Forest,Riparian,C,Succession Class C
522,338,0,1623,7238,4,13651,Boreal White Spruce-Fir-Hardwood Forest - Inland,13651_51,Conifer,Laurentian-Acadian Northern Oak Forest,Hardwood,D,Succession Class D
523,431,0,1616,7241,5,13023,Laurentian-Acadian Northern Hardwoods Forest - Northern Sugar Maple-Basswood,13023_51,Hardwood,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Conifer-Hardwood,E,Succession Class E
524,66,0,1636,7302,6,14750,Laurentian-Acadian Floodplain Systems,14750_41_50_51_63_64_65_66,Riparian,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,UN,Uncharacteristic Native Vegetation Cover / Structure / Composition
525,37,0,1616,9089,6,13023,Laurentian-Acadian Northern Hardwoods Forest - Northern Sugar Maple-Basswood,13023_51,Hardwood,Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,Conifer,UN,Uncharacteristic Native Vegetation Cover / Structure / Composition
526,34,0,1615,7932,7,13022,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Eastern Cool Temperate Developed Ruderal Mixed Forest,Developed,UE,Uncharacteristic Exotic Vegetation
527,251,0,1616,7905,120,13023,Laurentian-Acadian Northern Hardwoods Forest - Northern Sugar Maple-Basswood,13023_51,Hardwood,Eastern Cool Temperate Urban Deciduous Forest,Developed,Urban,Urban
528,66,0,1616,7907,120,13023,Laurentian-Acadian Northern Hardwoods Forest - Northern Sugar Maple-Basswood,13023_51,Hardwood,Eastern Cool Temperate Urban Mixed Forest,Developed,Urban,Urban
529,42,0,1616,7241,6,13023,Laurentian-Acadian Northern Hardwoods Forest - Northern Sugar Maple-Basswood,13023_51,Hardwood,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Conifer-Hardwood,UN,Uncharacteristic Native Vegetation Cover / Structure / Composition
530,99,0,1616,7241,3,13023,Laurentian-Acadian Northern Hardwoods Forest - Northern Sugar Maple-Basswood,13023_51,Hardwood,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Conifer-Hardwood,C,Succession Class C
531,94,0,1616,9089,5,13023,Laurentian-Acadian Northern Hardwoods Forest - Northern Sugar Maple-Basswood,13023_51,Hardwood,Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,Conifer,E,Succession Class E
532,32,0,1616,7240,5,13023,Laurentian-Acadian Northern Hardwoods Forest - Northern Sugar Maple-Basswood,13023_51,Hardwood,Laurentian-Acadian Hardwood Forest,Hardwood,E,Succession Class E
533,368,0,1616,7299,120,13023,Laurentian-Acadian Northern Hardwoods Forest - Northern Sugar Maple-Basswood,13023_51,Hardwood,Developed-Roads,Developed-Roads,Urban,Urban
534,44,0,1615,7238,2,13022,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Laurentian-Acadian Northern Oak Forest,Hardwood,B,Succession Class B
535,7,0,1633,7240,3,14440,Eastern Boreal Floodplain,14440_41_50_51,Hardwood,Laurentian-Acadian Hardwood Forest,Hardwood,C,Succession Class C
536,114,0,1616,7301,5,13023,Laurentian-Acadian Northern Hardwoods Forest - Northern Sugar Maple-Basswood,13023_51,Hardwood,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,Hardwood,E,Succession Class E
537,31,0,1616,7366,6,13023,Laurentian-Acadian Northern Hardwoods Forest - Northern Sugar Maple-Basswood,13023_51,Hardwood,Laurentian-Acadian Pine-Hemlock Forest,Conifer,UN,Uncharacteristic Native Vegetation Cover / Structure / Composition
538,5,0,1636,7481,2,14750,Laurentian-Acadian Floodplain Systems,14750_41_50_51_63_64_65_66,Riparian,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,B,Succession Class B
539,255,0,1616,7302,6,13023,Laurentian-Acadian Northern Hardwoods Forest - Northern Sugar Maple-Basswood,13023_51,Hardwood,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,UN,Uncharacteristic Native Vegetation Cover / Structure / Composition
540,449,0,1622,7301,2,13620,Laurentian-Acadian Northern Pine(-Oak) Forest,13620_51_63_64_65_66,Hardwood-Conifer,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,Hardwood,B,Succession Class B
